CODICESCUOLA,ANNOCORSO,SEZIONEANNO,TIPOGRADOSCUOLA,COMBINAZIONE,DISCIPLINA,CODICEISBN,AUTORI,TITOLO,SOTTOTITOLO,VOLUME,EDITORE,PREZZO,NUOVAADOZ,DAACQUIST,CONSIGLIATO
PZPC040004,4,G,NT,LICEO CLASSICO,STORIA DELL'ARTE,9788828616504,"SETTIS SALVATORE - MONTANARI TOMASO ",ARTE. UNA STORIA NATURALE E CIVILE - ED. BLU,VOLUME 2,2,EINAUDI SCUOLA,"48,20",No,Si,No
PZPC040004,4,G,NT,LICEO CLASSICO,DIRITTO ED ECONOMIA,9788839538673,"MARIA RITA CATTANI - FLAVIA ZACCARINI ",NEL MONDO CHE CAMBIA SECONDA EDIZIONE - SECONDO BIENNIO,CORSO DI DIRITTO ED ECONOMIA PER IL SECONDO BIENNIO LES,1,PARAVIA,"35,60",No,No,No
PZPC040004,4,G,NT,LICEO CLASSICO,FILOSOFIA,9788839537539,"NICOLA ABBAGNANO - GIOVANNI FORNERO ",LA FILOSOFIA E L'ESISTENZA 2,ND,2,PARAVIA,"53,70",Si,Si,No
PZPC040004,4,G,NT,LICEO CLASSICO,RELIGIONE CATTOLICA/ATTIVITA' ALTERNATIVA,9788805077212,"SOLINAS LUIGI  ",VITA DAVANTI A NOI (LA),CON NULLA OSTA CEI,U,SEI,"19,90",No,No,No
PZPC040004,5,F,NT,LICEO CLASSICO,LINGUA E LETTERATURA ITALIANA,9788808023674,"ALIGHIERI D.  ",COMMEDIA. PARADISO,ND,3,ZANICHELLI EDITORE,"26,40",No,No,Ap
PZPC040004,5,F,NT,LICEO CLASSICO,LINGUA E LETTERATURA ITALIANA,9788839535764,GUIDO BALDI - ROBERTO FAVATA' - SILVIA GIUSSO,IMPARARE DAI CLASSICI A PROGETTARE IL FUTURO 2B,ND,2,PARAVIA,"26,40",No,No,No
PZPC040004,1,B,NO,LICEO CLASSICO,LINGUA E LETTERATURA ITALIANA,9788828626169,CANTARELLA EVA - GUIDORIZZI GIULIO - RONCORONI ANGELO,TUTTO NEI TESTI. VIAGGI LETTERARI.,PROPOSTE FACILITATE,U,EINAUDI SCUOLA,"7,00",No,No,Ap
PZPC040004,5,A,NT,LICEO CLASSICO,RELIGIONE CATTOLICA/ATTIVITA' ALTERNATIVA,9788839304025,"MARINONI G  CASSINOTTI M  SORICE O  ",CUSTODI DI BELLEZZA,VOLUME UNICO + UDA MULTIDISCIPLINARI DI EDUCAZIONE CIVICA E IRC + EBOOK,U,MARIETTI SCUOLA,"19,70",No,No,No
PZPC040004,1,B,NO,LICEO CLASSICO,LINGUA E LETTERATURA ITALIANA,9788828625940,CANTARELLA EVA - GUIDORIZZI GIULIO - RONCORONI ANGELO,TUTTO NEI TESTI. VIAGGI LETTERARI.,NARRATIVA + SCRITTURA,1,EINAUDI SCUOLA,"25,40",No,Si,No
PZPC040004,1,B,NO,LICEO CLASSICO,LINGUA E LETTERATURA ITALIANA,9788828626121,CANTARELLA EVA - GUIDORIZZI GIULIO - RONCORONI ANGELO,TUTTO NEI TESTI. VIAGGI LETTERARI.,MITO E EPICA,U,EINAUDI SCUOLA,"14,60",No,Si,No
PZPC040004,1,B,NO,LICEO CLASSICO,LINGUA E LETTERATURA ITALIANA,9791221600674,SERIANNI LUCA - DELLA VALLE VALERIA - PATOTA GIUSEPPE,ITALIANO DI TUTTE E DI TUTTI. EDIZIONE VERDE (L'),ND,U,B.MONDADORI,"26,40",No,Si,No
PZPC040004,1,B,NO,LICEO CLASSICO,LINGUA E LETTERATURA ITALIANA,9791221600698,SERIANNI LUCA - DELLA VALLE VALERIA - PATOTA GIUSEPPE,ITALIANO DI TUTTE E DI TUTTI. EASYBOOK (L'),ND,U,B.MONDADORI,"6,80",No,No,Ap
PZPC040004,1,B,NO,LICEO CLASSICO,LINGUA E CULTURA GRECA,9788838338014,"CAMPANINI CARLO - SCAGLIETTI PAOLO ",NUOVO GRECO DI CAMPANINI (IL),ESERCIZI 1 + LABORATORIO TRADUZIONI + GRAMMATICA + VIAGGIO GRECI,1,SANSONI PER LA SCUOLA,"58,30",No,Si,No
PZPC040004,1,B,NO,LICEO CLASSICO,LINGUA E CULTURA GRECA,9788858350201,"MONTANARI FRANCO  ",GI - VOCABOLARIO DELLA LINGUA GRECA 4 EDIZIONE,+GUIDA ALLUSO DEL VOCABOLARIO E LESSICO DI BASE+VERSIONI DIG. SCARIC.,U,LOESCHER EDITORE,"133,00",No,No,Mo
PZPC040004,1,B,NO,LICEO CLASSICO,LINGUA LATINA,9788800366472,"CONTE GIAN BIAGIO  ",A SCUOLA DI LATINO.,OMNIBUS - 2 ED,U,LE MONNIER,"7,40",Si,No,Ap
PZPC040004,1,B,NO,LICEO CLASSICO,LINGUA LATINA,9788800369381,CONTE GIAN BIAGIO - FERRI ROLANDO - ANZANI MARIA,A SCUOLA DI LATINO.,GRAMMATICA + LEZIONI 1 + ESAME - 2 ED,U,LE MONNIER,"41,80",Si,Si,No
PZPC040004,1,B,NO,LICEO CLASSICO,LINGUA LATINA,9788858333013,"CASTIGLIONI - MARIOTTI ",IL VOCAB LINGUA LATINA+GUIDA+DVDROM,ND,U,LOESCHER EDITORE,"114,00",No,No,Mo
PZPC040004,1,B,NO,LICEO CLASSICO,LINGUA INGLESE,9781108457682,"MURPHY  ",ENGLISH GRAMMAR IN USE 5ED WITHOUT ANSWERS,ND,U,CAMBRIDGE UNIVERSITY PRESS,"36,20",No,Si,No
PZPC040004,1,B,NO,LICEO CLASSICO,LINGUA INGLESE,9788883396007,"AA VV  ",ON TOPIC A2/B1 SB+WB,"YOUR WORLD, YOUR IDEAS, YOUR FUTURE",U,PEARSON LONGMAN,"31,90",No,Si,No
PZPC040004,1,B,NO,LICEO CLASSICO,STORIA E GEOGRAFIA,9788828625032,"CANTARELLA EVA - GUIDORIZZI GIULIO ",ITINERARIA,VOLUME 1 - DALLA PREISTORIA A GIULIO CESARE + EDUCAZIONE CIVICA,1,EINAUDI SCUOLA,"32,20",No,Si,No
PZPC040004,1,B,NO,LICEO CLASSICO,STORIA E GEOGRAFIA,9788828625131,"CANTARELLA EVA - GUIDORIZZI GIULIO ",ITINERARIA,PERCORSI FACILITATI,U,EINAUDI SCUOLA,"8,40",No,No,Ap
PZPC040004,1,B,NO,LICEO CLASSICO,MATEMATICA,9788808841964,BERGAMINI MASSIMO - BAROZZI GRAZIELLA - TRIFONE ANNA,MATEMATICA.AZZURRO 3ED. - VOLUME 1 (LDM),ND,1,ZANICHELLI EDITORE,"32,30",No,Si,No
PZPC040004,1,B,NO,LICEO CLASSICO,"SCIENZE NATURALI (BIOLOGIA, CHIMICA, SCIENZE DELLA TERRA)",9788808632180,"LUPIA PLAMIERI ELVIDIO - PARROTTO MAURIZIO ","#TERRA EDIZIONE BLU 2ED. - VOL. U (LDM)",ND,U,ZANICHELLI EDITORE,"33,90",No,Si,No
PZPC040004,1,B,NO,LICEO CLASSICO,RELIGIONE CATTOLICA/ATTIVITA' ALTERNATIVA,9788839304025,"MARINONI G  CASSINOTTI M  SORICE O  ",CUSTODI DI BELLEZZA,VOLUME UNICO + UDA MULTIDISCIPLINARI DI EDUCAZIONE CIVICA E IRC + EBOOK,U,MARIETTI SCUOLA,"19,70",No,Si,No
PZPC040004,2,B,NO,LICEO CLASSICO,LINGUA E LETTERATURA ITALIANA,9788805079919,"MANZONI ALESSANDRO  ",PROMESSI SPOSI (I) + LABORATORIO DI MANZONI,NUOVA EDIZIONE INTEGRALE,U,SEI,"25,80",No,No,Mo
PZPC040004,2,B,NO,LICEO CLASSICO,LINGUA E LETTERATURA ITALIANA,9788828625940,CANTARELLA EVA - GUIDORIZZI GIULIO - RONCORONI ANGELO,TUTTO NEI TESTI. VIAGGI LETTERARI.,NARRATIVA + SCRITTURA,1,EINAUDI SCUOLA,"25,40",No,No,No
PZPC040004,2,B,NO,LICEO CLASSICO,LINGUA E LETTERATURA ITALIANA,9788828626084,CANTARELLA EVA - GUIDORIZZI GIULIO - RONCORONI ANGELO,TUTTO NEI TESTI. VIAGGI LETTERARI.,POESIA,2,EINAUDI SCUOLA,"19,60",Si,Si,No
PZPC040004,2,B,NO,LICEO CLASSICO,LINGUA E LETTERATURA ITALIANA,9788828626169,CANTARELLA EVA - GUIDORIZZI GIULIO - RONCORONI ANGELO,TUTTO NEI TESTI. VIAGGI LETTERARI.,PROPOSTE FACILITATE,U,EINAUDI SCUOLA,"7,00",No,No,Ap
PZPC040004,2,B,NO,LICEO CLASSICO,LINGUA E LETTERATURA ITALIANA,9791221600674,SERIANNI LUCA - DELLA VALLE VALERIA - PATOTA GIUSEPPE,ITALIANO DI TUTTE E DI TUTTI. EDIZIONE VERDE (L'),ND,U,B.MONDADORI,"26,40",No,No,No
